Date,TMean,TMax,TMin,TMinLand,PrecMean,V,CloudMean,WindMean,WindMean10,WindMean15,PressSea,PressStation,PrecSum,PrecDay,PrecNight,SnowHeight,SnowWater,Sun,RainTime,SnowTime,RainSnowTime,FogTime,DewTime,FrostTime,StormTime
2019-02-23,-3.0,1.3,8.5,9.2,61.9,2.9,4.9,1.5,0.0,0.0,1045.6,1029.7,0.0,0.0,0.0,,0.0,6.7,,,,,,12.0,
2019-02-24,2.3,8.5,4.9,5.7,56.0,3.8,6.4,2.0,0.0,0.0,1039.3,1023.8,0.0,0.0,0.0,,0.0,2.8,0.2,,,,,7.0,
2019-02-25,6.7,12.9,0.9,1.0,48.3,4.8,5.3,3.4,0.0,0.0,1035.0,1019.8,0.0,0.0,0.0,,0.0,9.1,,,,,,,
2019-02-26,7.5,12.1,4.0,2.2,68.8,7.1,5.4,3.8,0.0,0.0,1030.1,1015.0,0.0,0.0,0.0,,0.0,6.8,,,,,3.0,,
2019-02-27,5.9,14.2,1.6,3.3,76.3,6.7,2.6,2.0,0.0,0.0,1026.3,1011.2,0.0,0.0,0.0,,0.0,6.7,,,,6.4,7.3,,
2019-02-28,8.6,15.1,1.4,3.1,60.3,6.6,3.0,4.4,0.0,0.0,1010.2,995.4,0.0,0.0,0.0,,0.0,9.3,,,,,9.0,6.0,
2019-03-01,4.0,8.7,3.5,2.3,87.8,7.2,6.9,1.3,0.0,0.0,1011.3,996.3,3.0,3.0,0.0,,0.0,0.0,5.7,,,0.4,8.0,0.8,
2019-03-02,1.9,4.4,1.1,3.2,86.3,6.1,6.6,1.6,0.0,0.0,1016.3,1001.1,0.0,0.0,0.0,,0.0,0.0,0.2,1.2,1.0,0.3,5.0,,
2019-03-03,8.9,12.9,2.8,1.6,72.4,8.2,7.5,4.4,0.0,0.0,1009.9,995.2,0.1,0.1,0.0,,0.0,1.7,2.4,,,,5.4,,
2019-03-04,11.7,16.6,7.5,4.4,57.3,7.6,6.9,6.9,1.5,0.0,998.2,983.8,0.0,0.0,0.0,,0.0,2.0,0.2,,,,,,
2019-03-05,6.1,12.8,3.8,2.5,66.5,6.2,6.9,6.9,2.4,0.0,1004.2,989.4,1.4,1.4,0.0,,0.0,1.6,3.0,,,,,,
2019-03-06,6.3,11.6,1.0,1.3,68.6,6.4,6.4,4.4,0.0,0.0,1012.4,997.6,0.0,0.0,0.0,,0.0,10.2,,,,,,,
2019-03-07,10.6,15.9,3.6,1.8,59.1,7.4,6.5,4.9,0.0,0.0,1001.8,987.3,0.0,0.0,0.0,,0.0,1.9,0.5,,,,6.0,,
2019-03-08,9.1,13.4,7.0,4.6,60.3,6.8,4.1,6.5,2.7,0.0,1009.5,994.8,0.0,0.0,0.0,,0.0,3.8,1.2,,,,,,
2019-03-09,7.8,12.3,4.4,1.9,69.0,7.3,6.6,6.4,3.9,0.0,1009.7,994.9,5.0,3.3,1.7,,0.0,1.0,5.5,,,,,,
2019-03-10,7.0,10.0,2.6,0.8,70.6,7.1,6.1,6.8,4.6,0.0,1003.9,989.2,4.7,2.8,1.9,,0.0,2.5,7.1,,,,,,
2019-03-11,3.8,9.7,2.0,1.7,76.3,6.0,7.0,5.9,0.0,0.0,1010.2,995.2,2.5,0.2,2.3,,0.0,4.9,10.1,0.3,0.9,,,,
2019-03-12,3.9,8.3,1.4,0.6,71.6,5.7,6.1,4.1,0.0,0.0,1018.5,1003.4,0.0,0.0,0.0,,0.0,3.0,0.4,,,,,,
2019-03-13,7.2,11.4,3.0,0.9,53.1,5.3,6.9,6.1,0.3,0.0,1006.7,992.0,0.6,0.0,0.6,,0.0,5.0,1.4,,,,,,
2019-03-14,6.9,11.0,5.2,3.9,67.3,6.6,6.8,5.4,0.0,0.0,1002.2,987.4,3.0,1.0,2.0,,0.0,2.0,7.2,0.1,,,,,
2019-03-15,7.6,10.9,4.7,4.1,74.4,7.6,7.4,6.5,1.1,0.0,999.6,985.0,1.3,0.0,1.3,,0.0,1.2,9.2,,,,,,
2019-03-16,7.6,11.2,5.9,4.6,66.3,6.9,7.3,5.5,0.0,0.0,1005.3,990.6,1.8,0.8,1.0,,0.0,3.3,7.2,,,,,,
2019-03-17,12.3,19.9,5.8,3.6,58.5,7.7,6.5,5.0,0.0,0.0,1003.5,989.0,0.2,0.0,0.2,,0.0,10.5,2.5,,,,,,
2019-03-18,6.3,14.6,5.1,3.0,67.4,6.4,5.3,4.5,0.0,0.0,1013.5,998.6,0.0,0.0,0.0,,0.0,3.4,1.1,,,,,,
2019-03-19,4.2,8.4,1.0,0.8,64.6,5.2,3.5,3.5,0.0,0.0,1025.1,1009.9,0.0,0.0,0.0,,0.0,6.4,,,,,3.0,8.0,
2019-03-20,4.3,10.7,3.1,5.2,65.6,5.2,2.5,1.8,0.0,0.0,1033.4,1018.1,0.0,0.0,0.0,,0.0,9.9,,,,,,7.0,
2019-03-21,8.1,13.5,3.5,0.2,67.9,7.4,5.4,2.0,0.0,0.0,1033.9,1018.8,0.0,0.0,0.0,,0.0,3.6,,,,,7.0,,
2019-03-22,6.9,12.0,1.6,0.5,86.3,8.7,6.1,1.9,0.0,0.0,1033.2,1018.0,0.0,0.0,0.0,,0.0,0.4,,,,2.2,7.3,,
2019-03-23,11.8,20.5,3.1,0.1,72.1,9.5,1.5,2.5,0.0,0.0,1026.7,1011.9,0.0,0.0,0.0,,0.0,11.1,,,,6.0,2.0,,
2019-03-24,9.1,16.3,7.2,6.1,66.4,7.6,6.1,2.1,0.0,0.0,1024.2,1009.3,0.0,0.0,0.0,,0.0,6.5,,,,,7.0,,
2019-03-25,4.8,8.8,2.0,1.5,77.4,6.6,5.8,4.0,0.0,0.0,1015.3,1000.3,1.2,0.7,0.5,,0.0,3.3,4.1,,,,4.0,,
2019-03-26,5.2,8.6,2.0,1.5,76.1,6.7,6.9,5.0,0.5,0.0,1022.4,1007.3,1.5,0.0,1.5,,0.0,3.5,1.0,,,,,,
2019-03-27,5.7,10.2,0.1,2.0,77.6,7.0,4.8,2.9,0.0,0.0,1029.1,1013.9,1.5,0.0,1.5,,0.0,7.4,2.6,,,,,,
2019-03-28,8.0,11.6,6.1,5.3,81.9,8.8,6.3,2.9,0.0,0.0,1031.3,1016.2,0.7,0.7,0.0,,0.0,1.1,5.6,,,,4.0,,
2019-03-29,7.7,12.6,1.7,1.0,81.4,8.4,7.0,1.3,0.0,0.0,1032.5,1017.5,0.0,0.0,0.0,,0.0,2.6,,,,,13.0,3.0,
2019-03-30,9.4,18.4,1.1,2.9,66.6,7.4,4.6,1.6,0.0,0.0,1024.4,1009.5,0.0,0.0,0.0,,0.0,11.5,,,,4.8,1.0,0.8,
2019-03-31,9.7,16.7,1.5,0.6,64.0,7.6,2.0,2.6,0.0,0.0,1020.9,1006.0,0.0,0.0,0.0,,0.0,8.8,,,,,9.0,1.0,
2019-04-01,6.0,11.3,2.0,4.8,47.4,4.2,0.8,4.3,0.0,0.0,1026.9,1011.8,0.0,0.0,0.0,,0.0,12.3,,,,,,4.0,
2019-04-02,8.7,16.5,0.9,0.9,45.9,5.1,2.1,6.4,0.5,0.0,1017.3,1002.4,0.0,0.0,0.0,,0.0,11.7,,,,,,,
2019-04-03,13.0,20.9,4.9,1.9,47.8,6.9,5.9,6.4,4.1,0.0,1007.3,992.8,0.0,0.0,0.0,,0.0,9.5,,,,,4.0,,
2019-04-04,15.3,21.0,9.3,6.6,43.3,7.4,2.6,7.9,7.5,0.0,1002.7,988.4,0.0,0.0,0.0,,0.0,10.9,,,,,,,
2019-04-05,16.0,21.9,7.8,3.5,45.5,8.0,4.1,4.1,0.0,0.0,1005.4,991.2,0.0,0.0,0.0,,0.0,8.7,,,,,3.0,,
2019-04-06,13.0,18.5,8.1,3.0,57.8,8.5,2.8,2.9,0.0,0.0,1007.7,993.2,0.0,0.0,0.0,,0.0,10.4,,,,,6.0,,
2019-04-07,11.1,18.1,2.6,0.4,69.3,8.8,0.6,0.6,0.0,0.0,1008.1,993.5,0.0,0.0,0.0,,0.0,10.4,,,,1.4,15.0,,
2019-04-08,11.7,19.3,1.4,0.3,61.5,7.8,1.4,1.3,0.0,0.0,1009.0,994.5,0.0,0.0,0.0,,0.0,10.6,,,,,8.0,,
2019-04-09,8.0,16.6,3.8,0.7,65.8,7.0,3.4,2.6,0.0,0.0,1012.7,997.9,0.0,0.0,0.0,,0.0,10.9,,,,,6.0,,
2019-04-10,5.8,7.9,3.9,3.7,50.5,4.7,7.6,3.5,0.0,0.0,1016.6,1001.6,0.0,0.0,0.0,,0.0,0.0,,,,,,,
2019-04-11,4.7,7.3,1.3,1.5,52.4,4.4,7.0,3.5,0.0,0.0,1022.0,1006.9,0.0,0.0,0.0,,0.0,2.5,,,,,,,
2019-04-12,4.5,6.6,2.4,2.0,57.9,4.8,7.4,2.9,0.0,0.0,1023.9,1008.7,0.0,0.0,0.0,,0.0,0.0,,,,,,,
2019-04-13,4.1,6.9,2.0,0.2,69.5,5.7,7.6,2.3,0.0,0.0,1022.8,1007.6,7.0,2.8,4.2,,0.0,0.3,10.8,,,,,,
2019-04-14,8.4,14.3,3.0,3.0,63.0,6.6,6.3,3.4,0.0,0.0,1022.3,1007.4,0.0,0.0,0.0,,0.0,8.5,4.3,,,,,,
2019-04-15,8.1,13.2,0.1,1.6,43.8,4.5,0.8,2.5,0.0,0.0,1026.0,1011.0,0.0,0.0,0.0,,0.0,13.2,,,,,3.0,1.0,
2019-04-16,8.3,15.2,2.3,5.1,45.9,4.5,0.4,3.5,0.0,0.0,1024.3,1009.3,0.0,0.0,0.0,,0.0,13.2,,,,,,5.0,
2019-04-17,11.2,18.7,2.2,0.1,48.6,5.9,1.6,2.3,0.0,0.0,1026.6,1011.8,0.0,0.0,0.0,,0.0,11.7,,,,,2.0,,
2019-04-18,13.0,20.4,1.7,1.0,47.6,6.6,0.5,2.8,0.0,0.0,1030.0,1015.2,0.0,0.0,0.0,,0.0,13.2,,,,,4.0,,
2019-04-19,13.8,22.1,2.9,0.3,45.6,6.5,0.3,2.3,0.0,0.0,1032.0,1017.2,0.0,0.0,0.0,,0.0,13.3,,,,,5.0,,
2019-04-20,13.2,21.2,1.9,1.4,47.3,6.4,2.9,1.6,0.0,0.0,1029.4,1014.6,0.0,0.0,0.0,,0.0,12.3,,,,,9.0,,
2019-04-21,12.1,19.5,2.2,0.2,50.4,6.6,0.4,1.4,0.0,0.0,1023.5,1008.7,0.0,0.0,0.0,,0.0,13.6,,,,,7.0,,
2019-04-22,11.9,18.3,4.5,0.2,53.9,7.4,2.1,4.8,0.2,0.0,1018.2,1003.5,0.0,0.0,0.0,,0.0,10.5,,,,,5.0,,
2019-04-23,13.6,19.3,7.8,6.0,52.8,8.3,3.6,7.9,3.7,0.0,1013.8,999.3,0.2,0.0,0.2,,0.0,7.8,3.9,,,,,,
2019-04-24,15.8,21.7,10.6,9.6,64.6,11.4,4.4,6.8,1.3,0.0,1011.0,996.6,0.0,0.0,0.0,,0.0,7.1,,,,,,,
2019-04-25,18.5,26.0,9.3,7.7,59.0,11.9,2.0,2.5,0.0,0.0,1011.7,997.4,0.0,0.0,0.0,,0.0,12.9,,,,,5.0,,
2019-04-26,19.7,28.4,10.2,6.1,56.8,12.4,4.6,3.1,0.0,0.0,1008.1,993.9,0.1,0.0,0.1,,0.0,10.8,,,,,7.0,,
2019-04-27,11.8,22.3,9.8,9.7,78.8,10.8,7.1,4.6,0.0,0.0,1012.4,997.8,1.3,1.3,0.0,,0.0,1.4,6.0,,,,2.0,,
2019-04-28,11.1,14.3,8.1,5.2,72.3,9.4,7.8,3.5,0.0,0.0,1015.8,1001.2,12.9,0.6,12.3,,0.0,2.3,8.1,,,,7.0,,
2019-04-29,10.3,12.1,8.5,8.4,94.8,11.9,7.8,3.3,0.0,0.0,1014.0,999.3,16.6,10.6,6.0,,0.0,0.0,17.3,,,,,,3.2
2019-04-30,12.9,19.4,7.5,6.6,65.9,9.4,4.5,2.5,0.0,0.0,1013.5,998.9,0.0,0.0,0.0,,0.0,8.8,,,,,1.0,,
2019-05-01,12.7,17.9,5.6,4.7,63.9,9.4,3.9,3.9,0.0,0.0,1010.6,996.1,0.1,0.1,0.0,,0.0,9.5,0.4,,,,6.0,,
2019-05-02,13.2,18.0,7.8,5.9,61.1,9.0,3.3,4.6,0.2,0.0,1005.7,991.2,0.0,0.0,0.0,,0.0,12.2,,,,,10.0,,
2019-05-03,9.1,14.0,5.5,2.8,63.5,7.2,5.5,3.9,0.0,0.0,1007.2,992.5,0.0,0.0,0.0,,0.0,3.7,0.3,,,,9.8,,
2019-05-04,7.0,14.0,2.6,1.9,72.0,7.0,7.5,3.0,0.0,0.0,1006.9,992.1,4.4,4.0,0.4,,0.0,0.2,9.7,,,,6.0,,
2019-05-05,7.0,11.1,2.7,2.9,66.1,6.3,7.3,2.4,0.0,0.0,1014.0,999.2,0.0,0.0,0.0,,0.0,5.2,,,,,4.0,,
2019-05-06,7.8,12.9,2.3,1.7,53.9,5.4,5.9,2.8,0.0,0.0,1016.1,1001.3,0.0,0.0,0.0,,0.0,5.2,,,,,8.0,,
2019-05-07,8.3,13.0,2.6,1.2,63.9,7.0,5.3,2.6,0.0,0.0,1017.8,1003.0,0.0,0.0,0.0,,0.0,7.4,0.2,,,,9.0,,
2019-05-08,11.3,17.9,3.0,0.3,60.8,7.6,4.9,4.8,0.0,0.0,1011.7,997.1,1.0,0.0,1.0,,0.0,11.1,,,,,7.0,,
2019-05-09,11.2,14.4,9.4,8.9,83.3,11.0,7.0,3.0,0.0,0.0,1003.0,988.5,4.5,4.5,0.0,,0.0,0.6,12.9,,,1.5,,,
2019-05-10,11.2,16.6,3.6,1.6,82.9,10.9,5.1,2.6,0.0,0.0,1007.8,993.2,0.2,0.2,0.0,,0.0,5.3,2.4,,,4.9,,,
2019-05-11,12.8,18.2,4.5,3.1,70.6,10.2,4.8,1.6,0.0,0.0,1012.4,997.9,2.2,0.1,2.1,,0.0,7.5,4.9,,,,8.0,,
2019-05-12,9.2,14.8,6.5,6.6,84.9,9.9,7.6,2.3,0.0,0.0,1023.3,1008.4,8.4,8.4,0.0,,0.0,0.0,8.9,,,,,,
2019-05-13,9.4,14.0,6.1,5.6,63.9,7.2,6.0,2.3,0.0,0.0,1032.5,1017.4,0.0,0.0,0.0,,0.0,5.0,0.1,,,,3.0,,
2019-05-14,6.8,11.1,1.6,0.3,71.5,7.0,5.3,2.5,0.0,0.0,1028.7,1013.6,3.3,0.3,3.0,,0.0,3.5,8.4,,,,7.0,,
2019-05-15,6.9,8.9,5.1,5.2,91.9,9.2,8.0,2.4,0.0,0.0,1021.5,1006.5,5.2,2.9,2.3,,0.0,0.0,24.0,,,,,,
2019-05-16,10.5,15.1,7.7,7.8,84.6,10.6,6.6,2.1,0.0,0.0,1015.1,1000.4,0.0,0.0,0.0,,0.0,3.9,6.6,,,0.2,4.1,,
2019-05-17,12.4,18.9,3.5,3.3,81.4,11.7,5.1,2.5,0.0,0.0,1012.2,997.6,0.0,0.0,0.0,,0.0,8.7,,,,3.7,4.0,,
2019-05-18,15.4,22.4,7.5,5.0,70.1,11.8,1.0,2.6,0.0,0.0,1009.5,995.1,0.0,0.0,0.0,,0.0,13.8,,,,1.6,6.9,,
2019-05-19,18.2,25.1,9.8,7.2,65.3,13.2,3.4,3.3,0.2,0.0,1005.9,991.7,0.0,0.0,0.0,,0.0,14.1,,,,,10.0,,
2019-05-20,16.4,21.3,10.2,8.2,77.4,14.1,6.3,3.3,0.0,0.0,1003.0,988.8,0.0,0.0,0.0,,0.0,6.1,0.2,,,1.4,4.1,,
2019-05-21,16.6,22.9,9.0,6.2,73.0,13.3,5.5,1.6,0.0,0.0,1004.1,989.9,19.4,0.1,19.3,,0.0,9.8,3.3,,,,8.0,,
2019-05-22,14.3,17.8,12.7,12.6,93.1,15.2,8.0,4.1,0.0,0.0,1007.9,993.5,2.0,1.3,0.7,,0.0,0.0,12.1,,,,,,
2019-05-23,12.0,14.7,10.5,10.3,86.0,11.9,7.5,3.0,0.0,0.0,1016.0,1001.4,0.7,0.7,0.0,,0.0,0.0,8.6,,,,,,
2019-05-24,14.7,20.8,6.1,3.9,62.0,9.6,5.4,1.5,0.0,0.0,1014.8,1000.3,0.0,0.0,0.0,,0.0,14.8,,,,0.8,3.0,,
2019-05-25,15.4,22.3,7.9,5.9,70.3,12.1,4.9,2.0,0.0,0.0,1013.3,998.9,0.0,0.0,0.0,,0.0,11.0,0.1,,,,13.0,,
2019-05-26,16.2,22.4,8.9,6.4,67.6,12.0,5.0,2.0,0.0,0.0,1013.8,999.4,0.0,0.0,0.0,,0.0,13.9,,,,,11.0,,
2019-05-27,19.6,25.9,10.5,7.9,64.9,14.1,5.1,3.3,0.0,0.0,1008.6,994.4,2.1,0.0,2.1,,0.0,12.1,3.0,,,,7.0,,
2019-05-28,15.5,21.9,13.1,13.0,90.4,15.9,7.6,2.6,0.0,0.0,1005.1,990.8,6.7,5.7,1.0,,0.0,0.0,13.6,,,,,,
2019-05-29,12.9,16.9,10.4,10.1,66.5,9.7,6.3,2.8,0.0,0.0,1017.9,1003.2,0.0,0.0,0.0,,0.0,6.6,,,,,5.0,,
2019-05-30,13.5,19.3,6.0,4.2,57.6,8.6,3.1,1.8,0.0,0.0,1024.9,1010.2,0.0,0.0,0.0,,0.0,14.2,,,,,11.0,,
2019-05-31,17.0,23.6,6.4,4.2,69.1,13.2,4.6,2.1,0.0,0.0,1023.5,1009.0,0.0,0.0,0.0,,0.0,11.6,,,,,8.0,,
2019-06-01,20.2,25.7,14.2,13.4,69.9,16.3,4.8,1.6,0.0,0.0,1021.6,1007.3,0.0,0.0,0.0,,0.0,11.1,,,,,7.0,,
2019-06-02,22.0,28.6,13.3,10.5,61.6,15.3,3.0,1.4,0.0,0.0,1018.5,1004.3,0.0,0.0,0.0,,0.0,14.6,,,,,10.0,,
2019-06-03,22.7,28.9,14.5,10.9,63.3,16.6,1.6,3.4,0.0,0.0,1016.3,1002.2,0.0,0.0,0.0,,0.0,15.2,,,,,11.0,,
2019-06-04,23.1,29.7,14.3,11.2,57.5,15.6,1.1,2.5,0.0,0.0,1012.8,998.7,0.0,0.0,0.0,,0.0,14.6,,,,,8.0,,
2019-06-05,23.6,29.6,16.5,13.0,60.9,17.2,2.4,3.8,0.0,0.0,1010.3,996.3,0.0,0.0,0.0,,0.0,12.8,,,,,7.0,,
2019-06-06,22.3,28.1,16.3,13.9,64.8,16.9,3.1,4.0,0.0,0.0,1009.7,995.6,0.0,0.0,0.0,,0.0,10.9,,,,,5.0,,
2019-06-07,19.0,23.5,15.5,15.8,80.8,17.6,5.0,2.4,0.0,0.0,1014.8,1000.5,0.0,0.0,0.0,,0.0,5.5,1.9,,,,3.0,,
2019-06-08,18.6,23.2,15.8,11.9,70.6,14.8,3.0,3.4,0.0,0.0,1019.7,1005.4,1.0,1.0,0.0,,0.0,8.6,1.4,,,,8.0,,
2019-06-09,19.3,26.1,8.2,5.4,55.0,11.3,2.3,2.4,0.0,0.0,1024.6,1010.2,0.0,0.0,0.0,,0.0,14.6,,,,,9.0,,
2019-06-10,24.1,30.8,16.8,13.8,63.6,18.8,6.3,4.0,0.0,0.0,1014.7,1000.7,0.0,0.0,0.0,,0.0,12.1,0.2,,,,6.3,,
2019-06-11,26.5,33.9,17.8,16.5,61.9,20.3,3.6,4.3,0.0,0.0,1010.4,996.5,0.0,0.0,0.0,,0.0,14.4,,,,,1.0,,
2019-06-12,26.7,33.1,18.4,15.1,57.5,19.2,3.8,5.3,0.0,0.0,1009.4,995.6,0.0,0.0,0.0,,0.0,14.6,,,,,6.0,,
2019-06-13,21.0,29.8,18.4,18.0,73.1,18.1,7.0,2.6,0.0,0.0,1014.3,1000.1,0.0,0.0,0.0,,0.0,6.6,0.8,,,,2.0,,2.3
2019-06-14,23.5,29.9,15.4,14.4,65.4,18.1,3.5,3.0,0.0,0.0,1018.3,1004.2,0.0,0.0,0.0,,0.0,13.2,,,,,6.0,,
2019-06-15,25.7,34.1,20.6,18.6,66.4,20.9,6.4,5.3,0.5,0.0,1012.4,998.4,13.8,10.3,3.5,,0.0,9.8,5.3,,,,,,2.4
2019-06-16,21.0,23.9,18.8,17.6,72.9,17.8,6.8,2.4,0.0,0.0,1017.5,1003.3,0.0,0.0,0.0,,0.0,5.6,0.3,,,,,,
2019-06-17,20.6,25.7,12.9,11.6,57.4,13.2,3.8,2.1,0.0,0.0,1021.6,1007.3,0.0,0.0,0.0,,0.0,14.4,,,,,6.0,,
2019-06-18,21.4,26.9,14.1,11.6,59.6,14.8,4.1,2.5,0.0,0.0,1018.4,1004.2,0.0,0.0,0.0,,0.0,15.2,,,,,6.0,,
2019-06-19,24.1,30.7,15.7,13.2,60.8,17.4,2.9,3.3,0.0,0.0,1011.6,997.6,0.0,0.0,0.0,,0.0,13.8,0.9,,,,7.0,,1.0
2019-06-20,24.4,30.8,18.8,17.1,60.0,17.8,5.6,2.4,0.0,0.0,1010.1,996.1,0.1,0.0,0.1,,0.0,9.1,,,,,,,
2019-06-21,20.3,25.8,17.1,15.9,80.5,19.1,6.1,1.6,0.0,0.0,1015.9,1001.7,12.3,4.0,8.3,,0.0,4.1,7.5,,,0.9,,,0.8
2019-06-22,21.0,26.4,15.5,14.3,63.8,15.0,5.4,2.9,0.0,0.0,1020.7,1006.5,0.0,0.0,0.0,,0.0,12.4,,,,,,,
2019-06-23,21.5,25.7,17.3,15.7,49.3,12.3,6.4,4.0,0.0,0.0,1021.1,1006.9,0.0,0.0,0.0,,0.0,12.1,,,,,,,
2019-06-24,21.8,29.8,11.0,8.7,53.4,13.3,1.3,2.4,0.0,0.0,1023.6,1009.4,0.0,0.0,0.0,,0.0,15.4,,,,,6.0,,
2019-06-25,25.2,32.7,15.8,13.3,59.1,18.6,3.0,2.8,0.0,0.0,1023.4,1009.3,0.0,0.0,0.0,,0.0,15.1,,,,,6.0,,
2019-06-26,29.2,36.9,19.7,17.7,55.3,21.2,2.5,3.4,0.0,0.0,1019.7,1005.9,0.0,0.0,0.0,,0.0,14.6,,,,,5.0,,
2019-06-27,24.3,32.9,22.4,21.2,47.4,14.1,0.9,3.6,0.0,0.0,1019.5,1005.4,0.0,0.0,0.0,,0.0,14.5,,,,,,,
2019-06-28,19.6,25.5,12.7,12.0,55.3,12.0,3.1,2.0,0.0,0.0,1022.3,1008.0,0.0,0.0,0.0,,0.0,9.8,,,,,2.0,,
2019-06-29,21.9,30.2,12.2,10.2,52.1,12.7,3.4,2.3,0.0,0.0,1020.7,1006.5,0.0,0.0,0.0,,0.0,14.8,,,,,4.0,,
2019-06-30,27.4,36.9,14.5,11.4,45.4,14.7,0.4,3.3,0.0,0.0,1014.6,1000.7,0.0,0.0,0.0,,0.0,15.1,,,,,,,
2019-07-01,25.6,34.2,20.2,17.5,56.6,17.7,4.6,2.6,0.2,0.0,1012.5,998.5,1.4,1.0,0.4,,0.0,10.8,1.3,,,,,,2.2
2019-07-02,21.3,25.4,17.7,16.2,49.4,12.1,3.9,4.1,0.0,0.0,1016.9,1002.7,0.0,0.0,0.0,,0.0,11.5,,,,,,,
2019-07-03,17.1,22.8,10.6,7.9,42.6,7.8,1.1,2.6,0.0,0.0,1021.1,1006.6,0.0,0.0,0.0,,0.0,15.0,,,,,,,
2019-07-04,17.2,24.0,9.4,7.2,45.1,8.2,4.6,2.9,0.0,0.0,1020.9,1006.4,0.0,0.0,0.0,,0.0,11.4,,,,,2.0,,
2019-07-05,19.2,23.4,13.6,10.4,48.9,10.8,7.0,3.9,0.0,0.0,1014.2,999.9,0.0,0.0,0.0,,0.0,0.5,0.2,,,,,,
2019-07-06,22.5,30.0,15.7,14.0,49.4,12.6,6.6,2.9,0.0,0.0,1009.0,994.9,0.3,0.0,0.3,,0.0,6.9,0.4,,,,,,
2019-07-07,17.3,26.8,13.2,13.2,60.3,11.6,6.9,3.0,0.0,0.0,1009.3,995.0,0.1,0.1,0.0,,0.0,7.6,1.6,,,,,,
2019-07-08,15.1,18.9,9.3,7.6,52.3,8.7,6.0,3.5,0.0,0.0,1014.4,1000.0,0.0,0.0,0.0,,0.0,3.1,,,,,,,
2019-07-09,16.4,20.8,12.6,12.4,51.1,9.3,6.0,4.4,0.0,0.0,1015.3,1000.9,0.0,0.0,0.0,,0.0,6.6,,,,,,,
2019-07-10,14.9,20.4,10.5,9.6,68.8,11.5,5.3,3.8,0.0,0.0,1015.6,1001.1,0.6,0.6,0.0,,0.0,4.7,2.6,,,,,,
2019-07-11,18.7,24.5,12.7,11.7,58.4,11.8,5.4,2.4,0.0,0.0,1012.7,998.4,0.0,0.0,0.0,,0.0,11.2,,,,,,,
2019-07-12,16.7,23.5,9.6,6.6,78.8,15.0,6.3,2.1,0.0,0.0,1010.7,996.4,2.3,2.3,0.0,,0.0,4.4,5.2,,,0.6,,,
2019-07-13,16.8,22.2,13.3,12.6,85.1,16.1,6.4,2.3,0.0,0.0,1010.6,996.2,32.8,32.7,0.1,,0.0,4.0,3.3,,,0.7,,,0.5
2019-07-14,16.0,23.3,11.4,10.8,82.5,14.6,5.8,2.3,0.0,0.0,1014.2,999.7,2.3,1.0,1.3,,0.0,5.2,5.1,,,,,,
2019-07-15,17.6,23.8,13.5,12.8,73.0,14.2,6.1,2.4,0.0,0.0,1015.0,1000.6,0.0,0.0,0.0,,0.0,5.6,,,,,,,
2019-07-16,16.7,20.7,13.2,11.3,66.4,12.4,7.4,3.5,0.0,0.0,1014.0,999.6,0.0,0.0,0.0,,0.0,1.2,,,,,,,
2019-07-17,18.0,23.0,12.5,11.4,63.8,12.6,4.9,3.3,0.0,0.0,1013.3,999.0,0.0,0.0,0.0,,0.0,8.4,,,,,8.0,,
2019-07-18,19.2,26.4,9.9,8.8,58.4,11.9,3.8,1.3,0.0,0.0,1013.0,998.8,0.0,0.0,0.0,,0.0,12.6,,,,,8.0,,
2019-07-19,20.0,28.0,12.6,10.7,70.5,16.1,6.1,1.5,0.0,0.0,1013.9,999.7,0.4,0.4,0.0,,0.0,5.4,1.3,,,,,,
2019-07-20,23.3,29.5,17.4,15.8,62.4,17.2,5.9,2.1,0.0,0.0,1015.1,1001.0,1.6,0.0,1.6,,0.0,12.3,,,,,4.0,,
2019-07-21,21.7,27.1,17.5,16.8,72.3,18.3,5.6,2.0,0.0,0.0,1017.3,1003.2,1.7,1.7,0.0,,0.0,7.4,3.0,,,,3.9,,1.7
2019-07-22,22.2,27.0,15.2,13.2,59.8,15.2,7.0,1.8,0.0,0.0,1021.9,1007.7,0.1,0.0,0.1,,0.0,8.7,3.0,,,,7.0,,
2019-07-23,22.1,26.7,17.8,17.7,71.1,18.5,4.5,2.1,0.0,0.0,1020.6,1006.4,0.0,0.0,0.0,,0.0,9.4,3.2,,,,2.0,,
2019-07-24,23.3,29.9,14.2,13.1,64.1,17.2,1.5,1.9,0.0,0.0,1018.6,1004.4,0.0,0.0,0.0,,0.0,13.6,,,,,7.0,,
2019-07-25,25.1,32.9,15.1,13.6,56.1,16.3,3.0,1.5,0.0,0.0,1017.1,1003.1,0.0,0.0,0.0,,0.0,14.5,,,,,7.0,,
2019-07-26,24.6,31.0,18.4,17.3,49.9,14.7,0.8,2.9,0.0,0.0,1012.3,998.3,0.0,0.0,0.0,,0.0,14.3,,,,,,,
2019-07-27,23.4,29.6,15.9,14.7,53.3,14.9,1.9,4.1,0.0,0.0,1006.0,992.0,0.0,0.0,0.0,,0.0,11.4,,,,,,,
2019-07-28,24.3,31.2,17.7,15.9,64.9,19.0,5.1,3.4,0.0,0.0,1002.7,988.8,0.0,0.0,0.0,,0.0,8.9,1.7,,,,,,
